2011,1,10,1000000
2011,1,11,998785
2011,1,12,1002940
2011,1,13,1004815
2011,1,14,1009415
2011,1,18,1011935
2011,1,19,1031495
2011,1,20,1031935
2011,1,21,1030775
2011,1,24,1046815
2011,1,25,1053855
2011,1,26,1052295
2011,1,27,1052705
2011,1,28,1029665
2011,1,31,1039875
2011,2,1,1056635
2011,2,2,1056595
2011,2,3,1055505
2011,2,4,1058775
2011,2,7,1062765
2011,2,8,1076175
2011,2,9,1070495
2011,2,10,1065755
2011,2,11,1072855
2011,2,14,1074065
2011,2,15,1068585
2011,2,16,1070815
2011,2,17,1075135
2011,2,18,1082315
2011,2,22,1051165
2011,2,23,1045355
2011,2,24,1045175
2011,2,25,1052275
2011,2,28,1054075
2011,3,1,1033995
2011,3,2,1034745
2011,3,3,1056475
2011,3,4,1053577
2011,3,7,1050247
2011,3,8,1054369
2011,3,9,1060651
2011,3,10,1053919
2011,3,11,1054639
2011,3,14,1052803
2011,3,15,1048645
2011,3,16,1038079
2011,3,17,1040149
2011,3,18,1043155
2011,3,21,1046287
2011,3,22,1046863
2011,3,23,1049545
2011,3,24,1050445
2011,3,25,1054189
2011,3,28,1052767
2011,3,29,1055431
2011,3,30,1056691
2011,3,31,1055755
2011,4,1,1057861
2011,4,4,1057825
2011,4,5,1057375
2011,4,6,1057465
2011,4,7,1058059
2011,4,8,1057483
2011,4,11,1057303
2011,4,12,1056079
2011,4,13,1057303
2011,4,14,1059085
2011,4,15,1061263
2011,4,18,1060795
2011,4,19,1059841
2011,4,20,1058707
2011,4,21,1064899
2011,4,25,1063837
2011,4,26,1065277
2011,4,27,1068571
2011,4,28,1069291
2011,4,29,1068931
2011,5,2,1071685
2011,5,3,1072963
2011,5,4,1076263
2011,5,5,1079413
2011,5,6,1077688
2011,5,9,1077373
2011,5,10,1075498
2011,5,11,1076788
2011,5,12,1072768
2011,5,13,1076173
2011,5,16,1077733
2011,5,17,1075318
2011,5,18,1075408
2011,5,19,1075183
2011,5,20,1075813
2011,5,23,1078603
2011,5,24,1079008
2011,5,25,1079353
2011,5,26,1080193
2011,5,27,1079728
2011,5,31,1077628
2011,6,1,1081108
2011,6,2,1081798
2011,6,3,1083328
2011,6,6,1083328
2011,6,7,1083328
2011,6,8,1083328
2011,6,9,1083328
2011,6,10,1083328
2011,6,13,1084156
2011,6,14,1091140
2011,6,15,1084336
2011,6,16,1082440
2011,6,17,1076584
2011,6,20,1070680
2011,6,21,1082608
2011,6,22,1079392
2011,6,23,1089688
2011,6,24,1083856
2011,6,27,1090660
2011,6,28,1094512
2011,6,29,1093048
2011,6,30,1094992
2011,7,1,1104064
2011,7,5,1111444
2011,7,6,1114228
2011,7,7,1120720
2011,7,8,1123720
2011,7,11,1116904
2011,7,12,1116604
2011,7,13,1121704
2011,7,14,1121404
2011,7,15,1129948
2011,7,18,1140556
2011,7,19,1144204
2011,7,20,1156216
2011,7,21,1156672
2011,7,22,1163860
2011,7,25,1170076
2011,7,26,1175944
2011,7,27,1163008
2011,7,28,1162084
2011,7,29,1160488
2011,8,1,1167976
2011,8,2,1158616
2011,8,3,1162984
2011,8,4,1144828
2011,8,5,1140340
2011,8,8,1115956
2011,8,9,1140808
2011,8,10,1128484
2011,8,11,1140436
2011,8,12,1144372
2011,8,15,1152040
2011,8,16,1148536
2011,8,17,1148488
2011,8,18,1131304
2011,8,19,1119328
2011,8,22,1119820
2011,8,23,1140316
2011,8,24,1143400
2011,8,25,1140460
2011,8,26,1152244
2011,8,29,1159876
2011,8,30,1159900
2011,8,31,1153732
2011,9,1,1149196
2011,9,2,1140856
2011,9,6,1147660
2011,9,7,1152664
2011,9,8,1152916
2011,9,9,1144960
2011,9,12,1147900
2011,9,13,1153492
2011,9,14,1159084
2011,9,15,1163452
2011,9,16,1172464
2011,9,19,1185760
2011,9,20,1187932
2011,9,21,1186372
2011,9,22,1174036
2011,9,23,1177000
2011,9,26,1175656
2011,9,27,1170976
2011,9,28,1168288
2011,9,29,1160596
2011,9,30,1149544
2011,10,3,1141516
2011,10,4,1139008
2011,10,5,1145872
2011,10,6,1144828
2011,10,7,1135780
2011,10,10,1158496
2011,10,11,1172212
2011,10,12,1174480
2011,10,13,1181932
2011,10,14,1198156
2011,10,17,1195744
2011,10,18,1198432
2011,10,19,1170220
2011,10,20,1166260
2011,10,21,1163344
2011,10,24,1178764
2011,10,25,1169200
2011,10,26,1172584
2011,10,27,1177468
2011,10,28,1177780
2011,10,31,1177576
2011,11,1,1167688
2011,11,2,1168768
2011,11,3,1175536
2011,11,4,1172152
2011,11,7,1171540
2011,11,8,1179304
2011,11,9,1166224
2011,11,10,1154200
2011,11,11,1153492
2011,11,14,1147084
2011,11,15,1158520
2011,11,16,1153672
2011,11,17,1144876
2011,11,18,1141924
2011,11,21,1134832
2011,11,22,1143796
2011,11,23,1132420
2011,11,25,1128340
2011,11,28,1143328
2011,11,29,1139836
2011,11,30,1150600
2011,12,1,1157440
2011,12,2,1159552
2011,12,5,1163512
2011,12,6,1161052
2011,12,7,1158832
2011,12,8,1160704
2011,12,9,1164244
2011,12,12,1162108
2011,12,13,1158496
2011,12,14,1148188
2011,12,15,1146700
2011,12,16,1149184
2011,12,19,1150612
2011,12,20,1167028
